key_0,business_code,cust_number,name_customer,Predicted_payment_date,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,delay_bucket
43839,U001,20035625,Echelon Industries,2019-05-04,2020.0,197711953.0,2020-01-04,2019-09-02,2019-11-04,2019-02-25,USD,RV,1.0,3416.35,2019-07-19,Tiered,197711953.0,1,68,60 to 100 days of delay
43843,U005,20078717,Zenith Industries,2019-03-11,2019.0,198962661.0,2019-11-22,2020-02-10,2019-11-29,2020-02-01,CAD,RV,1.0,783500.2,2019-10-05,30 EOM,198962661.0,0,-327,no delay
43847,U007,20034632,Advanced Enterprises,2019-05-20,2020.0,194346194.0,2019-01-19,2019-07-24,2020-03-04,2020-02-15,USD,RV,1.0,8510.91,2020-04-01,Bi-Weekly,194346194.0,1,-271,no delay
43851,U005,20056022,Pioneer Industries,2019-08-27,2019.0,198743896.0,2019-05-08,2019-08-28,2020-01-09,2020-01-06,CAD,RV,1.0,2720.84,2019-04-19,45 Prox,198743896.0,1,-132,no delay
43855,U001,20061180,Advanced Enterprises,2019-08-27,2019.0,196818281.0,2020-05-01,2019-11-24,2019-03-24,2019-04-14,CAD,RV,1.0,119062.08,2019-10-01,"2/10, Net 30",196818281.0,1,135,more than 100 days of delay
43859,U005,20066470,Velocity Solutions,2019-05-29,2020.0,192850745.0,2020-05-06,2019-02-10,2020-05-06,2019-02-10,USD,RV,1.0,6474.55,2019-04-29,Tiered,192850745.0,1,108,more than 100 days of delay
43863,U005,20005945,Global Ventures,2019-07-03,2019.0,198555212.0,2019-12-14,2019-09-21,2019-07-19,2019-03-14,CAD,RV,1.0,3435.17,2019-07-24,Due Dates,198555212.0,0,111,more than 100 days of delay
43867,U007,20087452,Innovatech Solutions,2018-12-31,2019.0,199111812.0,2019-09-17,2019-09-04,2020-05-10,2019-03-02,USD,RV,1.0,159041.16,2020-02-19,Lump Sum,199111812.0,1,-61,no delay
43871,U013,20004211,InnovaTech Group,2019-07-19,2020.0,192667933.0,2020-03-01,2020-05-01,2019-04-26,2020-01-17,USD,RV,1.0,1999.74,2019-05-17,N30,192667933.0,1,-182,no delay
43875,CA02,20063901,Vertex Solutions Inc.,2019-05-15,2020.0,195142714.0,2019-03-15,2019-12-09,2019-11-29,2019-09-09,USD,RV,1.0,273130.41,2020-03-14,Tiered,195142714.0,1,-117,no delay
43879,U001,20030987,MetroTech Solutions,2019-11-17,2019.0,194242668.0,2020-03-27,2019-01-12,2019-04-20,2020-03-27,CAD,RV,1.0,670564.23,2020-02-21,1/60 EOM,194242668.0,0,-131,no delay
43883,U013,20042741,Prime Logistics,2018-10-06,2020.0,198299490.0,2020-01-28,2019-05-22,2019-10-01,2019-02-13,USD,RV,1.0,362926.94,2020-02-18,1/10 EOM,198299490.0,0,-130,no delay
43887,CA02,20078200,Prime Innovations,2019-09-11,2020.0,195244340.0,2019-08-22,2019-03-09,2019-11-10,2020-04-28,CAD,RV,1.0,565205.88,2019-04-20,1/10 EOM,195244340.0,0,-230,no delay
43891,U013,20021010,Innovatech Solutions,2020-03-10,2019.0,196834130.0,2019-06-13,2019-07-14,2020-01-06,2020-05-14,USD,RV,1.0,62661.95,2020-03-14,1/90 Prox,196834130.0,0,-65,no delay
43895,U005,20064326,Echelon Industries,2019-04-21,2020.0,198858304.0,2019-03-15,2019-05-24,2020-05-05,2019-03-15,CAD,RV,1.0,378695.25,2019-02-20,90 EOM,198858304.0,1,37,30 to 45 days of delay
43899,CA02,20047350,Stellar Supplies LLC,2019-07-08,2020.0,197786925.0,2019-11-02,2019-06-03,2019-09-14,2019-08-24,CAD,RV,1.0,14966.51,2019-04-21,Pre-Payment,197786925.0,1,-47,no delay
43903,U002,20039806,Optimum Tech Partners,2019-10-07,2019.0,199860258.0,2019-07-12,2019-11-15,2019-04-18,2019-08-11,CAD,RV,1.0,106051.66,2019-12-02,30 EOM,199860258.0,1,57,45 to 60 days of delay
43907,U013,20009766,Ultimate Solutions,2019-12-15,2020.0,191858986.0,2019-02-06,2019-03-29,2019-09-02,2020-04-14,USD,RV,1.0,69395.52,2020-02-24,Due Dates,191858986.0,1,-121,no delay
43911,U007,20006905,Apex Enterprises,2019-08-25,2020.0,196112732.0,2019-03-19,2019-12-31,2019-07-10,2019-07-21,USD,RV,1.0,5443.86,2019-08-04,Licencing,196112732.0,0,35,30 to 45 days of delay
43915,U013,20028783,Pinnacle Manufacturing,2019-06-27,2020.0,192767028.0,2020-03-28,2019-11-13,2020-04-02,2019-08-15,CAD,RV,1.0,1050.52,2019-08-11,90 EOM,192767028.0,1,-49,no delay
43919,CA02,20051513,Spectrum Technologies,2019-08-02,2019.0,194148852.0,2020-01-05,2019-03-24,2019-10-26,2019-07-29,CAD,RV,1.0,633741.92,2020-03-30,In Advance,194148852.0,1,4,0 to 15 days of delay
43923,U013,20058857,Innovatech Solutions,2019-08-07,2019.0,195423219.0,2019-05-24,2019-11-28,2019-11-20,2019-03-27,CAD,RV,1.0,36541.08,2019-03-09,1/60 Prox,195423219.0,1,133,more than 100 days of delay
43927,U002,20075086,Enterprise Innovations,2020-06-07,2019.0,190340169.0,2019-12-07,2020-04-20,2019-03-20,2019-11-03,CAD,RV,1.0,27785.28,2019-08-25,Quarterly,190340169.0,1,217,more than 100 days of delay
43931,CA02,20030406,Enterprise Innovations,2019-06-24,2020.0,193165780.0,2019-02-12,2020-03-07,2019-12-21,2019-07-19,USD,RV,1.0,1714.94,2020-02-17,Annually,193165780.0,1,-25,no delay
43935,U013,20018429,Alliance Enterprises,2019-11-07,2020.0,193806826.0,2019-05-29,2019-12-28,2019-05-05,2019-03-14,CAD,RV,1.0,105076.18,2020-05-15,Lease-to-Own,193806826.0,1,238,more than 100 days of delay
43939,U005,20013126,ProTech Partners,2020-02-19,2020.0,195075122.0,2020-02-01,2020-03-10,2019-07-27,2020-03-11,USD,RV,1.0,6297.38,2020-05-14,45 Prox,195075122.0,1,-21,no delay
43943,U007,20079648,Acme Industries,2019-08-18,2019.0,195993351.0,2020-05-05,2019-07-17,2019-09-26,2019-07-20,USD,RV,1.0,4237.87,2019-03-12,COD,195993351.0,1,29,15 to 30 days of delay
43947,U007,20002285,Acme Industries,2019-12-25,2019.0,195775777.0,2019-04-13,2019-05-06,2019-10-28,2020-05-08,CAD,RV,1.0,1355.27,2020-05-01,1/10 Prox,195775777.0,1,-135,no delay
43951,U005,20005710,Zenith Industries,2019-12-12,2020.0,191135679.0,2020-04-04,2019-06-18,2019-05-17,2020-04-27,CAD,RV,1.0,501413.93,2020-04-20,Subscription,191135679.0,0,-137,no delay
43955,U013,20097545,Infinity Holdings,2019-07-29,2020.0,196926580.0,2020-04-03,2019-02-03,2019-04-25,2019-09-09,USD,RV,1.0,180095.84,2019-06-22,CIA,196926580.0,0,-42,no delay
43959,U007,20080018,Synergy Corporations,2019-04-17,2019.0,198757191.0,2019-12-07,2019-04-13,2020-04-18,2020-05-12,CAD,RV,1.0,367767.91,2019-03-08,CIA,198757191.0,1,-391,no delay
43963,U013,20030647,Cortex Innovations,2019-05-26,2020.0,196711205.0,2019-02-19,2019-08-13,2019-05-13,2019-03-27,CAD,RV,1.0,19565.09,2019-12-07,Maintenance,196711205.0,0,60,60 to 100 days of delay
43967,U002,20020483,Advanced Enterprises,2019-12-31,2020.0,193687936.0,2019-10-02,2019-03-16,2020-05-08,2019-11-27,CAD,RV,1.0,17846.56,2019-03-16,Net 15,193687936.0,0,34,30 to 45 days of delay
43971,U007,20060869,Alliance Enterprises,2019-05-18,2019.0,198184506.0,2020-05-17,2019-10-02,2020-01-03,2020-04-19,CAD,RV,1.0,323512.51,2020-05-16,Cash,198184506.0,0,-337,no delay
43975,U013,20031853,Quantum Dynamics,2019-09-27,2020.0,194746229.0,2019-11-27,2019-01-31,2019-10-17,2020-03-12,CAD,RV,1.0,4732.81,2020-02-05,In Advance,194746229.0,0,-167,no delay
43979,U013,20057950,NextWave Technologies,2019-09-12,2019.0,190557657.0,2019-04-15,2019-04-13,2019-04-22,2019-07-20,CAD,RV,1.0,7244.58,2020-02-07,N60,190557657.0,1,54,45 to 60 days of delay
43983,U001,20002061,Pioneer Industries,2019-12-18,2020.0,196534847.0,2019-10-19,2019-11-28,2019-12-31,2019-09-26,CAD,RV,1.0,59449.93,2019-09-17,Pre-Payment,196534847.0,0,83,60 to 100 days of delay
43987,U007,20049399,Peak Technologies,2020-03-11,2019.0,191931206.0,2019-03-24,2019-09-14,2019-06-28,2019-12-20,CAD,RV,1.0,3877.82,2019-10-25,In Advance,191931206.0,1,82,60 to 100 days of delay
43991,U001,20046730,Global Ventures,2019-11-22,2019.0,194582107.0,2020-01-14,2020-01-14,2019-06-12,2019-11-14,USD,RV,1.0,200584.79,2020-04-01,1/15 Prox,194582107.0,0,8,0 to 15 days of delay
43995,U001,20049916,Quantum Enterprises,2019-09-06,2020.0,193362852.0,2019-07-02,2019-02-06,2020-01-25,2020-03-11,USD,RV,1.0,13501.83,2019-08-26,Monthly,193362852.0,0,-187,no delay
43999,U007,20046831,Summit Technologies,2019-08-10,2019.0,195382255.0,2019-07-20,2020-04-25,2019-02-26,2020-02-19,CAD,RV,1.0,15288.81,2020-01-11,45 EOM,195382255.0,0,-193,no delay
44003,U013,20058468,Cortex Innovations,2019-07-21,2020.0,197723617.0,2019-07-31,2019-02-07,2019-06-06,2019-12-25,USD,RV,1.0,165148.37,2019-08-23,Semi-Annually,197723617.0,1,-157,no delay
44007,CA02,20064558,Innovatech Solutions,2019-10-19,2020.0,197109655.0,2019-10-10,2019-04-09,2019-06-19,2020-03-20,USD,RV,1.0,573174.08,2019-08-29,In Advance,197109655.0,1,-153,no delay
44011,U001,20056186,Velocity Solutions,2019-06-27,2019.0,194862397.0,2019-05-31,2019-08-23,2019-07-31,2020-02-23,USD,RV,1.0,12367.98,2019-09-13,Co-Pay,194862397.0,0,-241,no delay
44015,U001,20016178,Advantage Solutions,2019-09-16,2020.0,193339027.0,2019-06-15,2019-02-09,2019-07-05,2020-01-25,CAD,RV,1.0,684889.98,2019-08-21,Net 15,193339027.0,0,-131,no delay
44019,U005,20036409,Stellar Supplies LLC,2019-08-14,2020.0,195136446.0,2019-10-24,2020-02-07,2019-05-21,2019-06-20,CAD,RV,1.0,903486.18,2019-10-04,1/10 Prox,195136446.0,0,55,45 to 60 days of delay
44023,U001,20048730,Spectrum Technologies,2019-12-01,2019.0,193299977.0,2020-02-26,2019-11-13,2019-06-25,2019-08-17,USD,RV,1.0,56790.59,2019-11-19,Royalty,193299977.0,1,106,more than 100 days of delay
44027,U001,20052796,Future Commerce Ltd.,2020-02-08,2020.0,195025742.0,2019-07-30,2020-02-10,2019-03-17,2019-11-05,CAD,RV,1.0,9321.35,2019-05-14,N30,195025742.0,1,95,60 to 100 days of delay
44031,U001,20066157,BlueWave Enterprises,2019-08-19,2019.0,196219526.0,2019-02-23,2020-04-15,2019-08-16,2019-05-07,CAD,RV,1.0,9256.33,2020-03-20,Net 45,196219526.0,1,104,more than 100 days of delay
44035,U002,20033962,Innovatech Solutions,2019-08-15,2019.0,192810205.0,2019-01-27,2019-08-29,2019-12-03,2020-02-26,CAD,RV,1.0,8606.0,2019-10-06,Deductible,192810205.0,1,-195,no delay
44039,U005,20010454,Elite Systems Group,2019-07-07,2019.0,192256986.0,2020-01-29,2020-04-14,2020-01-30,2019-02-23,USD,RV,1.0,73361.88,2019-10-20,Licencing,192256986.0,0,134,more than 100 days of delay
44043,U013,20073628,Apex Enterprises,2019-02-27,2019.0,191847676.0,2020-01-04,2020-03-09,2020-04-21,2019-01-20,USD,RV,1.0,4014.1,2020-04-14,45 EOM,191847676.0,0,38,30 to 45 days of delay
44047,U002,20031009,Ascend Industries,2019-08-04,2020.0,197082931.0,2019-08-27,2020-05-10,2019-03-23,2019-09-22,CAD,RV,1.0,612176.39,2019-03-12,1/30 EOM,197082931.0,0,-49,no delay
44051,U005,20021182,Peak Technologies,2020-01-22,2020.0,194222445.0,2020-04-17,2019-07-16,2020-03-20,2019-11-19,USD,RV,1.0,86161.12,2019-03-08,Daily,194222445.0,0,64,60 to 100 days of delay
44055,U013,20031246,Infinity Holdings,2019-07-08,2019.0,195605949.0,2019-02-04,2020-03-11,2019-08-17,2019-05-08,CAD,RV,1.0,775132.23,2019-11-17,"2/15, Net 45",195605949.0,0,61,60 to 100 days of delay
44059,U001,20055726,Advantage Solutions,2019-07-22,2019.0,193931310.0,2020-03-10,2019-01-17,2019-05-10,2019-08-10,CAD,RV,1.0,9689.7,2020-04-04,"2/10, Net 30",193931310.0,1,-19,no delay
44063,CA02,20032236,Advantage Solutions,2019-02-03,2020.0,191623851.0,2020-02-13,2019-05-31,2019-12-14,2019-03-11,USD,RV,1.0,66924.32,2019-06-05,In Advance,191623851.0,0,-36,no delay
44067,CA02,20042711,BlueWave Enterprises,2019-05-14,2020.0,199510774.0,2019-04-01,2020-02-11,2019-05-07,2019-05-22,USD,RV,1.0,714165.16,2020-01-03,In Advance,199510774.0,0,-8,no delay
44071,U013,20038056,Ultimate Solutions,2019-10-10,2019.0,199211063.0,2019-05-18,2019-10-01,2019-08-15,2019-06-13,CAD,RV,1.0,99013.49,2019-10-24,1/60 EOM,199211063.0,1,119,more than 100 days of delay
44075,U007,20005494,Quantum Dynamics,2019-12-05,2020.0,198240772.0,2020-03-14,2019-05-11,2020-01-13,2019-12-30,CAD,RV,1.0,42143.26,2019-04-11,Annually,198240772.0,1,-25,no delay
44079,U013,20009062,Future Commerce Ltd.,2019-03-27,2019.0,193404731.0,2020-04-11,2019-07-22,2020-04-06,2019-03-03,CAD,RV,1.0,9213.67,2019-10-19,Lease-to-Own,193404731.0,0,24,15 to 30 days of delay
44083,U002,20083722,Prime Innovations,2019-10-04,2020.0,197238736.0,2019-10-29,2019-06-13,2019-05-19,2019-08-18,USD,RV,1.0,2668.44,2020-01-29,Net 75,197238736.0,1,47,45 to 60 days of delay
44087,U001,20043622,Peak Technologies,2020-09-07,2020.0,192164821.0,2019-05-06,2019-08-18,2020-01-31,2019-12-07,USD,RV,1.0,327947.43,2019-12-11,Out-of-Pocket,192164821.0,1,275,more than 100 days of delay
44091,U001,20008459,Fortune Solutions,2020-02-01,2019.0,192379824.0,2020-02-13,2019-04-23,2019-02-22,2019-11-21,USD,RV,1.0,87769.3,2019-03-20,1/90 EOM,192379824.0,0,72,60 to 100 days of delay
44095,U005,20076702,Cortex Innovations,2020-03-01,2019.0,194923683.0,2020-05-17,2019-06-16,2020-02-08,2019-11-06,USD,RV,1.0,3351.45,2020-02-20,90 Prox,194923683.0,0,116,more than 100 days of delay
44099,U007,20091981,Vanguard Ventures,2019-12-22,2020.0,192487425.0,2020-01-19,2019-10-02,2019-05-28,2019-10-23,USD,RV,1.0,19569.11,2019-03-07,Net 45,192487425.0,1,60,60 to 100 days of delay
44103,U002,20052028,Unified Ventures,2020-02-24,2020.0,196001463.0,2019-04-12,2020-03-20,2020-02-21,2019-10-04,CAD,RV,1.0,220005.5,2019-12-01,Lease-to-Own,196001463.0,1,143,more than 100 days of delay
44107,U007,20066520,Pinnacle Manufacturing,2019-07-30,2020.0,195399162.0,2019-03-02,2019-02-10,2019-09-02,2019-07-22,CAD,RV,1.0,96182.96,2019-04-04,Net 75,195399162.0,0,8,0 to 15 days of delay
44111,U002,20000959,Fortune Solutions,2019-08-22,2020.0,199640680.0,2019-03-18,2019-01-25,2019-07-28,2019-05-22,CAD,RV,1.0,45399.11,2019-02-26,1/90 EOM,199640680.0,0,92,60 to 100 days of delay
44115,U013,20008028,Pioneer Industries,2020-01-15,2019.0,198852786.0,2019-06-03,2019-05-10,2019-05-04,2019-10-02,CAD,RV,1.0,3508.06,2020-01-04,1/15 EOM,198852786.0,0,105,more than 100 days of delay
44119,CA02,20005653,Ascend Industries,2019-10-19,2020.0,197905720.0,2019-08-19,2019-03-06,2019-05-30,2020-04-27,CAD,RV,1.0,7888.8,2019-02-21,Weekly,197905720.0,0,-191,no delay
44123,U002,20002984,Vertex Solutions Inc.,2019-04-25,2019.0,194943287.0,2020-04-22,2019-12-07,2020-04-07,2019-02-07,USD,RV,1.0,1724.83,2020-05-10,Post-Payment,194943287.0,0,77,60 to 100 days of delay
44127,U013,20057752,Prime Innovations,2020-01-08,2019.0,190708283.0,2020-01-13,2019-07-10,2020-04-08,2019-11-17,USD,RV,1.0,751174.33,2019-03-17,1/90 Prox,190708283.0,0,52,45 to 60 days of delay
44131,CA02,20038452,Optimum Tech Partners,2019-07-28,2019.0,193362373.0,2019-11-17,2019-10-08,2019-04-18,2019-06-16,CAD,RV,1.0,15736.43,2019-03-28,Net 7,193362373.0,0,42,30 to 45 days of delay
44135,U002,20061589,Advantage Solutions,2019-09-07,2020.0,194884350.0,2019-08-24,2019-12-06,2019-08-15,2019-08-06,CAD,RV,1.0,861858.66,2019-02-03,Graduated,194884350.0,1,32,30 to 45 days of delay
44139,CA02,20003514,Quantum Enterprises,2019-08-19,2019.0,196453495.0,2019-05-13,2019-02-12,2019-03-20,2020-01-03,USD,RV,1.0,783658.26,2019-08-14,Post-Payment,196453495.0,1,-137,no delay
44143,U002,20042907,NextWave Technologies,2020-01-20,2020.0,193988699.0,2020-04-16,2020-03-22,2019-10-05,2019-12-26,CAD,RV,1.0,84614.81,2020-04-01,Fixed,193988699.0,0,25,15 to 30 days of delay
44147,CA02,20063917,Quantum Enterprises,2019-10-25,2019.0,190392008.0,2019-08-04,2019-09-01,2019-06-10,2019-04-23,CAD,RV,1.0,6240.03,2020-02-09,End of Month,190392008.0,0,185,more than 100 days of delay
44151,U002,20067789,Pinnacle Manufacturing,2019-12-06,2019.0,196538612.0,2020-02-23,2019-10-17,2019-03-30,2019-09-13,USD,RV,1.0,1066.99,2019-07-27,Co-Pay,196538612.0,1,84,60 to 100 days of delay
44155,CA02,20071484,Vanguard Ventures,2019-07-17,2020.0,199584940.0,2019-02-15,2019-05-01,2019-11-26,2019-01-22,USD,RV,1.0,44207.97,2019-09-24,1/15 EOM,199584940.0,0,176,more than 100 days of delay
44159,U005,20058248,Prime Logistics,2019-04-13,2020.0,195999405.0,2020-04-12,2020-04-15,2020-03-03,2019-02-04,USD,RV,1.0,69114.13,2019-04-03,Hybrid,195999405.0,0,68,60 to 100 days of delay
44163,U007,20033034,OmniTech Solutions,2019-08-01,2019.0,196480930.0,2019-02-20,2019-12-03,2020-04-16,2020-05-13,USD,RV,1.0,67675.08,2019-09-20,Fixed,196480930.0,1,-286,no delay
44167,U005,20028680,BlueWave Enterprises,2019-04-30,2020.0,199315990.0,2019-12-18,2019-03-18,2020-01-28,2019-04-28,CAD,RV,1.0,682454.05,2019-05-25,N60,199315990.0,1,2,0 to 15 days of delay
44171,U005,20091511,NextGen Solutions,2019-08-07,2020.0,193657394.0,2019-09-15,2019-08-31,2019-09-18,2020-03-28,CAD,RV,1.0,8240.92,2019-04-01,Bi-Weekly,193657394.0,1,-234,no delay
44175,CA02,20012668,Enterprise Innovations,2019-05-27,2019.0,191937582.0,2020-03-20,2019-09-01,2019-10-27,2019-02-13,USD,RV,1.0,92208.12,2019-10-05,Out-of-Pocket,191937582.0,0,103,more than 100 days of delay
44179,U005,20044303,Global Ventures,2019-10-11,2020.0,199556946.0,2019-06-27,2019-07-23,2019-09-22,2019-03-20,USD,RV,1.0,4623.99,2019-08-07,Licencing,199556946.0,1,205,more than 100 days of delay
44183,U001,20005817,Unified Ventures,2019-07-23,2019.0,196446281.0,2019-03-13,2019-03-31,2019-12-01,2019-08-18,USD,RV,1.0,4029.43,2020-03-07,Yearly,196446281.0,1,-26,no delay
44187,U013,20042860,Zenith Industries,2019-07-28,2019.0,197709455.0,2019-11-17,2019-03-17,2019-08-22,2019-04-10,USD,RV,1.0,31510.59,2019-02-18,1/30 Prox,197709455.0,0,109,more than 100 days of delay
44191,U001,20047615,Acme Industries,2019-05-17,2019.0,199970619.0,2019-11-17,2019-05-25,2019-07-13,2019-05-18,CAD,RV,1.0,7587.25,2019-10-26,30 EOM,199970619.0,0,-1,no delay
44195,CA02,20044441,Vanguard Ventures,2020-01-15,2019.0,197755815.0,2020-05-03,2019-09-23,2019-10-24,2020-04-26,CAD,RV,1.0,7592.57,2020-04-06,Net 45,197755815.0,0,-102,no delay
44199,U002,20073050,MetroTech Solutions,2019-11-23,2020.0,190151134.0,2019-12-12,2020-01-04,2020-03-24,2019-07-29,USD,RV,1.0,1380.07,2019-10-22,Lump Sum,190151134.0,1,117,more than 100 days of delay
44203,U007,20097473,Alliance Enterprises,2019-06-06,2019.0,199515414.0,2019-02-05,2020-02-03,2019-05-13,2019-01-14,USD,RV,1.0,2413.04,2020-04-23,"2/10, Net 30",199515414.0,0,143,more than 100 days of delay
44207,U013,20008989,Infinity Holdings,2019-05-10,2020.0,191318086.0,2019-11-15,2019-04-28,2019-09-23,2019-03-03,USD,RV,1.0,734366.35,2019-05-27,Bi-Weekly,191318086.0,1,68,60 to 100 days of delay
44211,U013,20081508,Dynamic Industries,2019-01-07,2020.0,194767415.0,2020-02-09,2019-03-15,2019-06-28,2019-04-07,CAD,RV,1.0,43967.09,2020-01-24,Weekly,194767415.0,1,-90,no delay
44215,U013,20073677,OmniTech Solutions,2019-07-19,2020.0,194934014.0,2019-04-02,2019-03-07,2020-04-15,2019-04-09,CAD,RV,1.0,8865.97,2019-08-24,1/30 EOM,194934014.0,1,101,more than 100 days of delay
44219,U005,20053117,Advantage Solutions,2019-12-11,2019.0,194687246.0,2019-12-04,2019-05-15,2019-11-08,2019-09-29,USD,RV,1.0,447847.53,2019-12-26,Disposable,194687246.0,0,73,60 to 100 days of delay
44223,U001,20056198,Nexus Networks,2019-08-07,2020.0,195287779.0,2020-04-30,2019-03-30,2019-04-07,2019-06-03,USD,RV,1.0,728805.91,2019-11-17,Consumables,195287779.0,0,65,60 to 100 days of delay
44227,U005,20039784,Synergy Innovations,2019-06-29,2019.0,190739465.0,2019-03-28,2019-10-20,2020-03-13,2019-04-12,USD,RV,1.0,18301.53,2019-03-17,Subscription,190739465.0,0,78,60 to 100 days of delay
44231,U002,20094313,Global Nexus,2019-08-29,2020.0,196938568.0,2019-07-21,2019-07-10,2019-05-21,2020-03-11,CAD,RV,1.0,103287.3,2019-03-03,Immediate,196938568.0,0,-195,no delay
44235,U007,20074668,Dynamic Industries,2019-12-05,2020.0,196923777.0,2019-01-11,2019-05-12,2019-08-01,2019-09-26,CAD,RV,1.0,629973.42,2020-03-15,EOM,196923777.0,0,70,60 to 100 days of delay
44239,U002,20001600,Acme Industries,2019-12-09,2019.0,192240581.0,2019-02-08,2020-04-30,2019-11-13,2019-09-27,USD,RV,1.0,84202.69,2019-10-25,Subscription,192240581.0,1,73,60 to 100 days of delay
44243,U013,20056110,Pinnacle Manufacturing,2019-04-08,2019.0,190475768.0,2019-09-14,2019-09-10,2019-03-07,2019-01-22,CAD,RV,1.0,592639.76,2020-02-19,Rental,190475768.0,1,76,60 to 100 days of delay
44247,U002,20030351,Enterprise Innovations,2020-03-06,2020.0,199819297.0,2020-05-16,2019-11-05,2019-08-01,2019-09-13,USD,RV,1.0,5782.07,2019-10-20,Pre-Payment,199819297.0,1,175,more than 100 days of delay
44251,U001,20022037,Global Tech Solutions,2020-01-13,2020.0,199680205.0,2020-01-14,2019-10-30,2019-05-07,2019-08-08,CAD,RV,1.0,7876.23,2019-04-25,Due Dates,199680205.0,0,158,more than 100 days of delay
44255,U002,20077633,Spectrum Technologies,2019-06-26,2019.0,199752916.0,2020-04-21,2019-10-27,2019-04-19,2020-03-07,USD,RV,1.0,22380.77,2020-05-09,1/30 EOM,199752916.0,1,-255,no delay
44259,U007,20099616,Prime Logistics,2019-08-01,2020.0,195945886.0,2019-04-19,2020-04-03,2019-12-04,2019-07-26,CAD,RV,1.0,66918.34,2019-07-19,45 Prox,195945886.0,1,6,0 to 15 days of delay
44263,U013,20036794,Future Commerce Ltd.,2019-07-08,2019.0,196689985.0,2020-02-13,2019-09-15,2020-02-11,2019-04-24,USD,RV,1.0,2256.94,2019-01-17,EOM,196689985.0,1,75,60 to 100 days of delay
44267,U002,20038399,Dynamic Industries,2020-02-13,2019.0,198408626.0,2019-04-04,2019-04-05,2020-04-25,2019-11-11,CAD,RV,1.0,81735.88,2020-03-06,N90,198408626.0,0,94,60 to 100 days of delay
44271,U002,20095099,Global Tech Solutions,2019-08-31,2019.0,192202193.0,2019-08-13,2020-03-20,2020-02-20,2019-06-18,USD,RV,1.0,1152.08,2019-09-19,CIA,192202193.0,0,74,60 to 100 days of delay
44275,U013,20046346,Global Ventures,2019-02-01,2019.0,198093172.0,2019-06-29,2019-02-27,2020-03-20,2020-03-06,USD,RV,1.0,306916.73,2019-03-28,COD,198093172.0,1,-399,no delay
44279,U001,20017488,Innovatech Solutions,2020-03-01,2019.0,192817825.0,2020-02-07,2019-07-27,2019-04-14,2019-11-26,USD,RV,1.0,8883.61,2019-06-28,45 EOM,192817825.0,0,96,60 to 100 days of delay
44283,U005,20005981,Velocity Solutions,2019-07-08,2020.0,190997656.0,2019-10-19,2019-01-15,2020-05-05,2019-05-27,USD,RV,1.0,8475.12,2019-12-06,Disposable,190997656.0,1,42,30 to 45 days of delay
44287,U013,20087752,Cortex Innovations,2019-09-03,2020.0,195569998.0,2019-12-11,2019-02-09,2019-10-11,2020-03-26,USD,RV,1.0,3503.92,2019-05-19,Due Upon Receipt,195569998.0,1,-205,no delay
44291,U002,20038345,Synergy Innovations,2019-10-27,2020.0,190576988.0,2019-09-22,2019-09-28,2019-10-19,2020-05-07,CAD,RV,1.0,1636.77,2020-01-27,Due Dates,190576988.0,0,-193,no delay
